纸人,小鬼,纸片,道士,棍子,烧香,穷鬼,砖头,小鸡,火柴,无头,纸人,纸张,公鸡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
艰苦,困难,顺利,生存,间断,穷,曲折,锤炼,充实,挫折,吃苦耐劳,艰苦,历经,顽强,锻练,劳动,艰苦奋斗,亲历,路程,野外,生死攸关,顽强拼搏,军旅,宿营,持久战,不懈努力,荒岛,枯燥,漫长,行军,艰难,严酷,渺茫,简陋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高阶,高级,层次,域,传送,本门,中等,一阶,法则,极限,二阶,虚,防护,初等,等级,高阶,阶,隐,符,三级,捕获,生物,进阶,级数,二级,低级,三重,进化,初级,后备,五级,族,参,二重,三阶,技,领悟,四级,预备役,依曼,术,中级,低阶,极点,境界,用处,高等,七段,器中,变异,上层,修炼,阶层,特异,各系,特例,宿主,一级,之魂,低层,各派,戒,第二层,第三层,感应,境,炼成,饶,阁,至多,特种,同伴,顶峰,晋升,七层,虫,猿,御,韩家,参悟,防御性,中低层,青鸟,尊,深渊,域外,魔力,蛮力,中人,中高级,大家族,最高级,催眠,契约,几级,洲,自已,种族,宗派,六级,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指令,程序,执行,指令,命令,调度,响应,启动,返回,权限,请求,接收,坐标,通讯,强制,指示,监听,操纵,作出,消息传递,口令,发出,监视,接到,指挥,看门狗,执行程序,服从,下达,撤销,按下,能动,环路,接管,送入,紧急,听从,警报,手势,应答,威慑,指派,撤消,上级,警告,可对,情报,劫持,暂停,呼叫,传入,快速反应,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
基本原理,基本概念,概述,基本原理,模型,算法,利用,法,实例,特性,基本知识,构造,分析方法,分支,基础理论,概论,模拟,系统地,计算方法,要素,特定,术语,判别,仿真,本质,正确理解,异同,分析法,基本特征,系统分析,机理,用到,法等,结构图,定量,基本规律,基本要素,介质,逆向,局限性,基本思路,理论体系,三要素,专家系统,方法学,常识,类比,不同点,动力学,理论依据,法将,理论指导,成因,法对,形态学,基本模式,相同点,导引,分子,定量分析,识别方法,模拟实验,演化过程,深入研究,媒介,定性分析,专业术语,模拟系统,图谱,基本成分,提炼出,特定条件,字面,错误认识,杠杆原理,总论,成本法,相容性,基本要领,试述,技术相结合,法来,关键步骤,测量法,计量,比较法,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
基础设施,环境,需求,硬件,资源,公共,建设,网络安全,软硬件,现代化,部署,接入,连通性,底层,大规模,应用环境,配套,交通,城市,电力,可用性,建,医疗,购物,基础设施,服务质量,夯实,环境保护,周边,集中式,桥梁,近邻,建造,移动性,建好,企业应用,人口,投入,超市,干线,地区,输送,社区,自动售货机,公里,自然环境,资产,闲置,互操作性,石油,开发计划,功能齐全,铺设,互联互通,整体规划,庞大,脆弱性,固定资产,建成,安防,选址,信息网络,能源,劳动力,设施,低成本,住宅,印度,太阳能,制造业,商店,本地化,交通运输,能源安全,对外开放,终端用户,用户数量,联通,便利,机场,行动计划,供水系统,比较落后,拉美,航空,功能完善,建站,银行业务,金矿,硬件资源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
政权,政治,入侵,重用,邻接,分治,民族,民主,军事,战争,政党,政权,外交,军队,斗争,灭亡,国内形势,侵略,发动,统治,内战,君主专制,兵员,民族意识,夺取,共和国,专政,权力,武装,根本利益,分裂,移民,和平,地主阶级,皇后,倾,推翻,过渡时期,外交政策,反意,爱国者,政治经济,势力,执政,历史教训,统的,教权,政治体制,军方,灭,军,刘启,政治权利,功绩,战略防御,殖民,政体,围剿,宣战,萧绎,民众,战略方针,消灭,图谋,西进,代行,当家作主,民意,附庸,培植,人民共和国,有功,首都,汉化,主权,贵国,殖民地,拥护,汉,从属,三权分立,理政,建国,倒行逆施,政治腐败,阅兵式,承平,武装力量,领导人,长安,内阁,东欧,奴隶制度,领土,起用,地缘,新教徒,依附,残暴,政治危机,军力,牵制,打败,分而治之,游牧,大捷,殖民统治,自立,朝廷,周边国家,领导权,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
采用,采用,形式,式,相结合,配置,选用,传统,方案,用于,最新,对称,制,所用,曲面,加,专用,多层,常规,前驱,可变,概念设计,辅以,改为,推出,外观,用非,全新,供选择,自行设计,独立式,双层,后置,外形,闭式,ls,上以,非对称,配备,双曲,前置,可选,紧凑,借鉴,外观设计,异型,移至,以单,单层,及侧,基本相同,使该,矩阵式,上用,其前,设有,值得注意,换成,独创,双循环,双曲面,双边,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
郑,周,宏,冯,程,律,谢,子群,公,广东,青年,孙,统,叶,出列,柯,吴,史,欧氏,二位,袁,杨威,韬,南,棣,廉,和文,范,杨氏,罗,潘,伯,傅,潍坊,赵,雷,声道,鄢,逊,郑,尚,范明,万,永和,禇,肖冰,洪涛,华成,余三,凌云,振,粲,李心,吴宁,乐天,八子,黄,伶,鹏程,人杰,兴国,卜,明德,成文,蒋,少华,朱青,书院,崇义,鄂,邦,张越,秦,综,赵松,东明,文波,张路,龚,兴华,致谢,扬帆,余,殷,国兴,将程,邹,狄,朱,海,吴建平,瀛,方敏,赵兵,康华,联,丰,南京,邓,兴,湘,武汉,李威,奕,杨林,文光,施,司,吴英,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
编写程序,计算机,程序设计,编程,编写,运算,计算机系统,建模,数据库系统,汇编语言,数据处理,键盘,逻辑运算,编程语言,源程序,微机,编程技术,编写程序,演算,科学计算,单片机,多线程,键盘输入,利用计算机,计算机病毒,上机操作,测试工具,软件工具,指令集,程序语言,电脑,编写出,开发软件,计算机程序,机器语言,程序代码,遗传算法,作图,计算能力,开发人员,编程序,图形界面,协同工作,机器人,浮点运算,图形化,数模,计算器,数学计算,穷举,黑客技术,爬虫,并行计算,加减乘除,控制程序,电脑设计,程式,大型软件,拼图游戏,文字处理,开动脑筋,软件程序,excel,设计员,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
几组,动作,一组,每组,成组,粗略,姿势,从图,一对对,图来,第二组,照片,多组,举,几组,组间,完后,热身,做个,几件,组接,两张,记录下来,第一组,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
李,编译,子,编辑,审核,路由,源,编,北京,系,报,广,名,英,来源,排版,指导老师,陈,幂,李,刘,林,科,张,兼,钟,王珊,记,吉,明,发,王勇,郭军,小波,张玲,孙伟,李刚,曲,沈阳,文,春晓,王伟,马,杨,王晓东,王,芝,一名,思,海明,李芳,刘建伟,生,上前,胡波,胡,袁方,王鹏,兰,安,木林,磊,建平,社,平,被查,醇,大伟,犯,陕西,王旭,松,孙阳,田中,主持会议,赵志刚,何勇,王生,恐,勤,幺,郭鹏,歌,助理,张宁,情,图为,言,李月,满江,男,文文,姜,汪涛,审校,王爽,许,乃文,络,李涛,吴丹,欣欣,盛,张晶,赵燕,刘晨,刘伟,张凯,赵伟,陈少华,杨正,莺,丁,张义,先是,李娜,刘鹏,哥,李晶,博,哈西,益民,仁,李莉,申,智,周涛,辑,瑞,刘辉,主任,炜,王红,亚平,马斌,甘,中林,王磊,熊,王平,唐颖,简,舒怀,韦,刘凯,谭,张莹,介,对包,汤子,摄影,长顺,惠,发和,林生,随即,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一章,绪论,更新,章节,完本,一章,每章,第一篇,第二篇,十二章,十一章,四点,三页,字数,先写,五节,这章,二章,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
字幕,动画,文字,屏幕,播放,帧,素材,特效,视听,节拍,磁带,录制,幻灯片,电视,录音,监视器,剪辑,输入法,原版,翻译器,电视节目,淡入,字幕,闪回,乱码,无码,镜头,摄像机,观后感,片断,背景音乐,水印,投影仪,大屏幕,幻灯,后期合成,逐帧,分镜头,表情,宝莱坞,原声,vj,聊天室,配音,片段,放映,正片,新闻节目,双人舞,跑马灯,舞曲,mv,剪接,录像机,拼字,电影胶片,打字,幕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
上课,上机,训练,课堂,教师,课,实验报告,复习,选修课,课件,课后,期末,板书,老师,同学,选课,平时,不及格,学校,实验课,每次,讲座,课时,班,预习,学期,开课,图书馆,半小时,出勤,空闲,考勤,讲课,辅导,小组讨论,任课教师,黑板,高年级,全校,上网,课是,操练,班级,师生,教室,上课,一年级,说话,校园,认真完成,迟到,孩子,中学,一堂课,学习态度,班上,校园生活,每周,缺勤,聊天,教研室,事假,记笔记,每学期,作业题,随堂,校外,二年级,病假,每节课,分组讨论,课前预习,教案,课外作业,备课,高中,全校学生,课堂作业,本学期,批改,下次,课下,坐,做习题,教务,进餐,学期末,念,读书,努力学习,当堂,点名,主课,玩,缺课,坐下,作业量,校规,挨打,坐在,小组活动,教研组,早上,三年级,校门,初高中,周日,还书,勤奋学习,书本,低年级,训,课让,早退,顶岗,体育课,稍息,半天,讲学,布置任务,教学进度,批阅,课要,班会,课在,工位,学习成绩,小组长,中小学生,年级,兴趣小组,到校,讲评,队列训练,课前,全班学生,第一天,军训,周记,爬山,校歌,课有,回来,第二天,课堂纪律,锻炼身体,下班,起立,分班,出勤率,跳舞,物理课,结对,辅导教师,开学典礼,食堂,宿舍,点到,出差,借书,查资料,校内,校长,家长,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
沿革,名称,时序,概况,文献,发展史,简史,秩,文献资料,历史背景,沿革,演进,国史,兴衰,详尽,变迁,悠久,史料,析,隶属,址,悉,家谱,附设,历史渊源,校史,列传,历史沿革,所分,载,历任,基址,编修,扼要,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
短期,后续,运行,支撑,策略,指标,建议,较强,连续,信号,实体,周期,趋势,总体,热点,技术指标,实质,区间,预期,市场,半导体,事件驱动,持续,较大,前期,效应,压力,均值,不确定性,技术性,形态,处于,确定性,临界,拐点,小规模,反复,增量,局部性,指数,中值,反转,发散,可重,较长,受,两周,周期性,消化,博弈,主板,三线,后期,变化率,近期,本周,黄金,预计,波动,周四,收益,周一,投资者,中线,实质性,期,收益率,自上,振荡,中期,单边,周五,亏损,向下,动能,流入,态势,过渡性,下周,有补,利率,板块,振幅,长期,盈亏,波动性,分时,股票,回调,走势,负值,该行,阶段性,分化,底,年末,成交量,初有,向上,稳健,恢复性,宏观经济,美林,周期长,如本,高风险,上行,天然气,短期,库存,出货,突破,原油,调控,缓冲期,较弱,市场预测,较优,合约,截止,周二,周三,冲量,信贷,月度,明日,不补,寻道,最低价,盈利,二周,流动资金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
思想,实践,思想,逻辑,教育,思维,意识,思路,精神,思考,态度,领会,观点,认知,体会,理念,自我,深刻理解,启发,始终,日常生活,世界观,艺术,人生观,观念,价值观,个体,观,自觉,情感,深刻,坚定,自由,懂得,层面,事物,工作作风,主观,作风,独立思考,立场,主动性,方针,映像,表达方式,智慧,信念,责任感,洞察,记忆,哲学,内在,指导思想,能动性,心理,伦理,求实,物质,深刻领会,经验教训,理想信念,固有,意识形态,脱离,主义,美学,正确看待,修养,端正,忠诚,践行,人际关系,形象,勤于思考,人格,性格特征,历史观,阶级,学说,治学,人生价值,心,自我教育,真理,启示,道德观,贯彻,品格,讲话,价值体系,表达出来,现实生活,灵魂,恋爱观,明辨是非,识,糊涂,唯物主义,见解,勇于,上层建筑,感情,意志,实践者,尺度,坚定信念,治国,熏陶,情绪,主要矛盾,与时俱进,东西,事例,思维习惯,力量,思潮,自我意识,社会意识,自力,印象,从根,使命感,爱好,从小到大,身心,时代精神,新思维,创造力,牢记,自控力,能流,提倡,冲动,启迪,宗教信仰,眼里,坚持真理,脱离实际,觉悟,取向,求真,盲动,感性,居安思危,自信心,想法,自尊,安贫乐道,身体力行,思想解放,升华,性格,性别角色,择偶观,道理,老一辈,自励,错误思想,德治,眼中,思想体系,分辨是非,明理,束缚,笃实,眼光,求知,虚心学习,恋爱婚姻,信仰者,创业精神,理性,思想观念,深远,潜移默化,消极,处事,积极向上,经验主义,放眼世界,性心理,审美,人生态度,父母,儒家,正确对待,兼爱,思想认识,教条主义,点子,目的性,从心,汲取,自我认识,解放思想,崇尚,自强,交往,大脑,知行合一,信仰,惰性,非暴力,婚姻观,心态,思想观点,学风,脑,时代背景,枷锁,感召力,老子,诸子百家,清教徒,勤学,做人,不专,躬行,宗教,历史使命感,职场,物质基础,空想,明辨,自省,,,,,,,
